fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,April,18,MAHARASHTRA,1819,NANDED,465894,7442.72299872935,6,0,0,332,1063,44324,1574,158,75549,137,38926,0,117.14846,231,306,184968,487500,0,679147,1528220,44656,117.14846,852,83,96.1,0,100,NA
2025-2026,April,18,MAHARASHTRA,1805,SINDHUDURG,50387,0,0,0,0,96,377,16439,0,0,2698,0,223,0,9.94082290000001,0,0,29943,69527,0,131582,246382,16535,9.94082290000001,0,87,0,0,0,NA
2025-2026,April,18,MAHARASHTRA,1808,JALGAON,195437,611.886988998263,9,3,28.282765,390,737,37552,24178,1369,28372,3937,36207,0,176.2248012,2498,3652,137006,339022,0,683631,1297213,37942,147.9420362,10956,91,18.24,0,100,NA
2025-2026,April,18,MAHARASHTRA,1809,AHMEDNAGAR,210978,932.525982051904,10,3,0,542,771,36353,20615,1356,28994,552,26338,0,192.2402312,1987,3265,144384,421373,0,776222,1929085,36895,192.2402312,9100,93,31.63,0,100,NA
2025-2026,April,18,MAHARASHTRA,1811,SATARA,95626,367.031728959398,11,1,0.89686,87,1463,14990,3719,291,9820,26,877,0,14.54677,326,558,64473,145540,0,417068,792393,15077,13.64991,1783,87,5.97,2.54,100,NA
2025-2026,April,18,MAHARASHTRA,1813,SOLAPUR,133828,6944.69124423963,10,1,0,26,781,23642,1302,70,14161,12,2214,0,90.41988,126,225,86820,197237,0,573333,1002892,23668,90.41988,590,97,56.55,0,0,NA
2025-2026,April,18,MAHARASHTRA,1814,KOLHAPUR,54096,4823.44090382387,9,0,0,59,874,10379,1726,175,17441,17,334,0,83.25259,180,284,47338,116735,0,369260,664782,10438,83.25259,866,93,37.45,0,0,NA
2025-2026,April,18,MAHARASHTRA,1823,AKOLA,159859,272.908921453357,9,90,0,213,396,34884,34871,3959,36269,1688,11185,29.63529,124.80136,3837,5827,92860,213511,0,299215,580060,35097,95.16607,13763,93,19.73,2.85,100,NA
2025-2026,April,18,MAHARASHTRA,1805,SINDHUDURG,50387,0,0,0,0,72,378,16463,0,0,2698,0,223,0,9.54939050000001,0,0,29943,69512,0,131435,246180,16535,9.54939050000001,0,87,0,0,0,NA
2025-2026,April,18,MAHARASHTRA,1807,DHULE,247317,0,0,0,0,96,395,27997,0,0,16676,0,75565,0,58.404249,0,0,100804,283581,0,456672,962249,28093,58.404249,0,91,100,0,0,NA
2025-2026,April,18,MAHARASHTRA,1808,JALGAON,195437,0,0,0,28.282765,333,884,37271,0,0,28319,0,35995,0,111.820165,0,0,136590,337887,0,682965,1295470,37604,83.5374,0,91,100,0,0,NA
2025-2026,April,18,MAHARASHTRA,1809,AHMEDNAGAR,210978,12802655,1,0,0,495,899,36012,1,0,28948,0,26296,0,128.02655,1,1,143928,419915,0,776094,1928406,36507,128.02655,0,93,99.27,0,100,NA
2025-2026,April,18,MAHARASHTRA,1814,KOLHAPUR,54096,240205.333333333,4,0,0,42,921,10355,18,0,17417,0,330,0,43.23696,4,6,47173,116306,0,368417,662534,10397,43.23696,12,93,0,0,0,NA
2025-2026,April,18,MAHARASHTRA,1824,AMRAVATI,938474,39800.2156862745,8,0,0,739,553,46528,204,6,51732,180,138221,0,81.19244,23,40,186934,529047,0,479784,1082297,47267,81.19244,86,77,52.54,0,100,NA
2025-2026,April,18,MAHARASHTRA,1826,WARDHA,201417,0,0,0,0,124,439,12463,0,0,15101,0,14391,0,41.7969088000001,0,0,56076,138769,0,225822,420512,12587,41.7969088000001,0,87,0,0,0,NA
2025-2026,April,18,MAHARASHTRA,1827,NAGPUR,254320,0,0,0,0,218,666,17677,0,0,31512,0,30884,0,15.02721,0,0,98070,224620,0,286303,551941,17895,15.02721,0,81,100,0,0,NA
2025-2026,April,18,MAHARASHTRA,1835,PALGHAR,743985,30108.7705753969,3,0,63.2332537,291,336,46931,504,0,1898,455,352626,0,214.9814574,141,215,134580,393468,0,325910,759601,47222,151.7482037,231,86,76.41,0,100,NA
2025-2026,April,18,MAHARASHTRA,1802,THANE,57531,306.825727241019,15,37,0,60,134,13245,86010,2193,3744,39198,39487,10.3281,274.228908,5590,9779,32171,105278,2,147037,346481,13305,263.900808,44106,95,17.39,20.16,100,NA
2025-2026,April,18,MAHARASHTRA,1804,RATNAGIRI,59832,340.336859560842,10,35,0,353,410,20118,34976,1035,6418,241,1152,0,119.03622,3434,5036,50878,116129,0,259703,481700,20471,119.03622,16619,97,59.58,31.69,100,NA
2025-2026,April,18,MAHARASHTRA,1805,SINDHUDURG,50387,338.112960010628,10,25,0,149,166,16348,30108,650,2730,69,230,4.27666,106.07571,2828,4443,30733,71273,0,131863,246912,16497,101.79905,13205,88,41.6,36.08,100,NA
2025-2026,April,18,MAHARASHTRA,1807,DHULE,247317,259.761647505624,12,76,0,115,127,29794,242245,8961,17014,43458,78688,0,629.259603,18939,31759,104177,292915,1,496962,1017725,29909,629.259603,105239,91,55.86,55.41,100,NA
2025-2026,April,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,1753048,310.545174722087,13,419,0,277,421,74735,231997,6522,26760,6885,12723,69.30875,789.764239,17396,31816,239951,640239,0,698715,1488551,75012,720.455489,103625,94,62.18,56.22,100,NA
2025-2026,April,18,MAHARASHTRA,1816,JALNA,557645,371.646596919856,14,21,0,457,511,48720,89801,3080,20384,531,3157,166.52546,500.2678205,6008,11915,174623,458150,1,508105,1125523,49177,333.7423605,40091,84,58.72,56,100,NA
2025-2026,April,18,MAHARASHTRA,1817,PARBHANI,360149,908.976382605304,11,70,0,38,135,38018,169224,5679,20077,842,2751,0,1538.2061937,15040,23749,150951,336819,0,433808,832174,38056,1538.2061937,69567,91,71.88,66.48,100,NA
2025-2026,April,18,MAHARASHTRA,1819,NANDED,465894,311.757904348051,11,80,1.424,335,731,45341,154644,17593,76189,10250,39366,0.66,484.1988936,13820,22357,186801,492069,0,682239,1533163,45676,482.1148936,69541,84,51.47,46.92,100,NA
2025-2026,April,18,MAHARASHTRA,1820,Dharashiv,303270,393.734605435549,11,16,0.69,63,512,19303,29767,1621,20545,89,1131,0,117.89298,2679,3849,76327,193412,0,330485,711836,19366,117.20298,13024,78,58.12,53.74,100,NA
2025-2026,April,18,MAHARASHTRA,1825,YAVATMAL,663682,340.534601416506,12,163,0,1142,255,49595,359335,18917,39832,40572,78170,0,1223.66001,28616,42672,241515,541004,0,701721,1430307,50737,1223.66001,161335,94,32.56,49.22,100,NA
2025-2026,April,18,MAHARASHTRA,1827,NAGPUR,254320,319.518620760114,10,11,0,361,471,17644,29364,3075,31597,1639,30912,9.54709,103.3705378,2846,3879,98381,225433,0,288608,555955,18005,93.8234478,12603,81,59.35,60.26,100,NA
2025-2026,April,18,MAHARASHTRA,1829,CHANDRAPUR,794464,297.791829284663,13,217,0,1240,137,29075,402272,34974,60238,93513,104176,86.87413,1284.8072775,29404,48830,168220,484053,2,388284,929391,30315,1197.9331475,199633,80,25.37,30.38,100,NA
2025-2026,April,18,MAHARASHTRA,1830,GADCHIROLI,552956,299.555385510257,15,353,0,1324,51,23094,425501,34850,39052,149511,165823,35.49352,1310.1046809,27792,49784,134219,389274,4,241003,613082,24418,1274.6111609,200594,84,19.11,22.66,100.01,NA
2025-2026,April,18,MAHARASHTRA,1831,NANDURBAR,204233,263.585620107876,14,35,1.14223,1497,132,36998,275315,4178,10522,231753,282789,0,726.83298,18990,29283,146903,350646,0,541578,1098694,38495,725.69075,124747,89,11.11,10.05,100,NA
2025-2026,April,18,MAHARASHTRA,1835,PALGHAR,743985,315.883156618225,12,391,63.8034937,1337,72,51460,503428,1472,1939,467972,360795,13.226,1667.2737514,40323,72220,138470,402759,0,328750,765352,52797,1590.2442577,268458,88,10.99,19.35,100,NA
2025-2026,April,18,MAHARASHTRA,1804,RATNAGIRI,59832,385.267191195197,9,24,0,315,475,20329,21988,777,6402,177,1149,0,84.71255,2306,3338,50611,115522,0,259436,481219,20644,84.71255,10419,97,63.31,27.9,100,NA
2025-2026,April,18,MAHARASHTRA,1812,SANGLI,57488,293.90238433212,16,6,0.57024,170,358,10523,48609,3011,7321,340,213,0,143.43325,3004,4667,44916,97131,0,323288,570597,10693,142.86301,19982,89,22.99,15.22,100,NA
2025-2026,April,18,MAHARASHTRA,1813,SOLAPUR,133828,423.350520431766,11,25,0,62,610,23894,51880,2113,14288,307,2236,0,219.63425,4445,7564,87797,199574,0,574422,1006022,23956,219.63425,21856,97,60.46,60.45,100,NA
2025-2026,April,18,MAHARASHTRA,1814,KOLHAPUR,54096,241.263125578627,14,13,0,87,689,10782,60488,7100,17893,77,338,0,145.9352394,4085,6576,49260,121435,0,371418,670102,10869,145.9352394,27512,93,15.34,13.92,100,NA
2025-2026,April,18,MAHARASHTRA,1819,NANDED,465894,408.05205605154,10,28,0,333,913,44441,52309,7418,75843,4468,39126,0,213.44795,4843,7843,185566,489103,0,681019,1531242,44774,213.44795,24033,84,44.78,35.93,100,NA
2025-2026,April,18,MAHARASHTRA,1820,Dharashiv,303270,367.520329994107,10,9,0.69,62,527,19207,16970,1036,20534,59,1131,0,63.0582,1647,2260,76267,193239,0,330831,712303,19269,62.3682,7684,78,48.78,46.48,100,NA
2025-2026,April,18,MAHARASHTRA,1823,AKOLA,159859,288.365509189119,10,765,0,275,54,37588,247521,29381,36840,10075,11444,29.63529,743.400482,23052,35162,95970,220514,0,300172,582090,37863,713.765192,98442,93,34.01,34.7,100,NA
2025-2026,April,18,MAHARASHTRA,1832,WASHIM,425205,283.010328573843,10,169,0,28,233,27770,159751,11160,22489,4531,8723,5.28849,457.40032,15591,24806,104837,242357,0,299034,590635,27798,452.11183,71540,91,74.08,74.18,100,NA
2025-2026,April,18,MAHARASHTRA,1834,HINGOLI,357916,268.070889458334,11,29,0,25,314,22026,118634,16036,43909,19976,42655,0,318.023219,10755,17989,95289,243693,0,270928,610410,22051,318.023219,50994,90,78.37,71.85,100,NA
2025-2026,April,18,MAHARASHTRA,1802,THANE,57531,293.441639364788,11,26,0,53,176,13957,47921,1281,3710,20788,38521,10.3281,150.948268,4033,7010,31505,103265,0,146835,345781,14010,140.620168,24605,95,21.35,23.17,100,NA
2025-2026,April,18,MAHARASHTRA,1824,AMRAVATI,938474,279.730774655035,12,232,0.28512,1179,291,46457,187193,16482,52024,62774,138562,0,523.921549,15591,26699,188137,532564,0,482006,1086981,47636,523.636429,81766,79,33.03,34.71,100,NA
2025-2026,April,18,MAHARASHTRA,1806,NASHIK,269575,266.599208190053,15,270,0,1714,435,55470,432427,6702,11146,237741,219955,0,1152.846958,27092,47980,190879,536981,3,724851,1554372,57184,1152.846958,195671,89,8.59,7.84,100,NA
2025-2026,April,18,MAHARASHTRA,1809,AHMEDNAGAR,210978,335.092563908323,14,48,0,703,272,37858,269292,13709,29487,15905,27442,0,902.3774672,18855,31868,147996,431856,0,777905,1933501,38561,902.3774672,117647,93,41.52,39.98,100,NA
2025-2026,April,18,MAHARASHTRA,1812,SANGLI,57488,279.170365926815,16,10,0.57024,230,320,10710,65013,3729,7362,340,213,0,182.06727,3833,6000,45308,98041,0,323499,571028,10940,181.49703,26686,90,19,13.43,100,NA
2025-2026,April,18,MAHARASHTRA,1816,JALNA,557645,360.806394100222,15,21,0,447,520,48687,81020,2780,20387,457,3157,166.52546,458.8508005,5296,10668,174598,458086,0,507658,1124808,49134,292.3253405,36253,84,58.41,55.68,100,NA
2025-2026,April,18,MAHARASHTRA,1824,AMRAVATI,938474,293.72517434246,13,348,0.28512,1196,162,47338,324505,29644,52150,110796,138715,0,953.437997,23654,42410,188750,534199,0,483330,1089138,48534,953.152877,143700,79,31.99,38.36,100,NA
2025-2026,April,18,MAHARASHTRA,1827,NAGPUR,254320,341.171556295863,10,8,0,359,494,17591,22213,2444,31577,1311,30904,9.54709,85.3315278,2214,2980,98301,225268,0,288206,555289,17950,75.7844378,9728,81,58.11,59.23,100,NA
2025-2026,April,18,MAHARASHTRA,1829,CHANDRAPUR,794464,297.100413038416,13,202,0,1137,151,28960,373573,31605,60154,86175,104073,86.87413,1196.761056,28248,46823,168092,483676,0,388159,929128,30097,1109.886926,185160,80,25.37,30.13,100,NA
2025-2026,April,18,MAHARASHTRA,1831,NANDURBAR,204233,270.073053725342,14,30,1.14223,1402,148,36861,251185,3563,10503,214321,281932,0,679.52523,17605,27147,146424,349524,0,541357,1098335,38263,678.383,113732,89,11.42,10.27,100,NA
2025-2026,April,18,MAHARASHTRA,1835,PALGHAR,743985,284.854605667017,12,353,63.8034937,1303,77,51006,466877,1363,1928,434153,360238,13.226,1406.950131,38465,68813,138220,402076,0,328334,764592,52309,1329.9206373,248492,88,11.33,19.2,100,NA
2025-2026,April,18,MAHARASHTRA,1804,RATNAGIRI,59832,686.343491735537,9,6,0,293,691,20196,3872,160,6380,40,1141,0,26.57522,405,596,50300,114806,0,259076,480528,20489,26.57522,1781,97,71.87,0.21,100,NA
2025-2026,April,18,MAHARASHTRA,1809,AHMEDNAGAR,210978,457.74248947607,10,10,0,557,599,36139,61764,3707,29111,4029,26644,0,282.7200712,5776,9504,145149,423495,0,776328,1929530,36696,282.7200712,26838,93,33.32,0,100,NA
2025-2026,April,18,MAHARASHTRA,1819,NANDED,465894,1240.46020861503,8,2,0,332,1041,43928,10354,1144,75579,924,38987,0,128.43725,1174,1854,185057,487758,0,679623,1529042,44260,128.43725,4610,83,56.68,0,100,NA
2025-2026,April,18,MAHARASHTRA,1822,BULDHANA,140573,534.221758475411,9,9,0,319,581,30371,25397,1454,33343,223,7477,0,135.6763,2593,3873,128925,313324,0,494167,1030649,30690,135.6763,10345,94,24.85,0,100,NA
2025-2026,April,18,MAHARASHTRA,1827,NAGPUR,254320,723.218366394399,7,3,0,279,592,17601,4285,501,31526,126,30882,9.54709,40.536997,601,762,98094,224704,0,286574,552473,17880,30.989907,2150,81,72.8,0,100,NA
2025-2026,April,18,MAHARASHTRA,1806,NASHIK,269575,247.557782099597,12,109,0,1251,822,51905,123919,2420,10989,59020,211615,0,306.771128,10169,17646,185462,521260,0,722039,1548317,53156,306.771128,55697,88,13.03,11.94,100,NA
2025-2026,April,18,MAHARASHTRA,1807,DHULE,247317,232.967848845241,9,14,0,109,259,28211,79627,3271,16816,12865,76623,0,185.505309,8122,13328,101977,286971,0,466038,975875,28320,185.505309,34849,91,56.29,55.67,100,NA
2025-2026,April,18,MAHARASHTRA,1810,PUNE,61459,1193.59568719792,10,1,0,159,935,18030,8069,335,8888,389,21423,0,96.311236,788,1271,51634,137298,0,385950,833868,18189,96.311236,3433,94,54.45,51.11,100,NA
2025-2026,April,18,MAHARASHTRA,1813,SOLAPUR,133828,662.693037974684,10,9,0,37,731,23665,19276,796,14204,129,2223,0,127.74071,1830,3088,87150,197997,0,573858,1004284,23702,127.74071,8163,97,68.28,68.28,100,NA
2025-2026,April,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,1753048,402.417701277256,10,127,0,242,643,73619,59346,1784,26587,2599,12615,69.30875,308.127559,5448,9714,238911,637603,0,697112,1485196,73861,238.818809,26365,94,53.14,50.48,100,NA
2025-2026,April,18,MAHARASHTRA,1816,JALNA,557645,509.931345700824,12,4,0,367,572,51428,27168,718,20364,137,3151,166.52546,305.063608,2194,4435,174430,457564,0,505186,1121044,51795,138.538148,12095,81,65.7,60.54,100,NA
2025-2026,April,18,MAHARASHTRA,1822,BULDHANA,140573,423.826129203227,9,9,0,324,572,30487,33962,1902,33352,413,7479,0,143.93983,3492,5210,129038,313592,0,494388,1031115,30811,143.93983,13768,94,32.82,31.43,100,NA
2025-2026,April,18,MAHARASHTRA,1829,CHANDRAPUR,794464,285.480225490505,10,103,0,928,314,27448,158765,13305,59949,35981,103551,86.87413,540.11681,14698,24219,167050,480953,0,387720,928258,28376,453.24268,77751,79,23.12,24.05,100,NA
2025-2026,April,18,MAHARASHTRA,1830,GADCHIROLI,552956,222.224164369515,12,158,0,642,216,21815,165785,12599,38805,60507,164744,35.49352,403.9078509,13066,22990,133137,386504,0,239173,610001,22457,368.4143309,77662,82,15.47,16.69,100,NA
2025-2026,April,18,MAHARASHTRA,1806,NASHIK,269575,232.514717475485,13,207,0,1296,542,53753,259535,4352,11060,133433,215894,0,603.457072,19711,34243,188343,529419,0,722697,1550138,55049,603.457072,116432,88,9.76,9.34,100,NA
2025-2026,April,18,MAHARASHTRA,1808,JALGAON,195437,282.609736462849,10,46,28.282765,734,449,39361,167225,8105,28775,14581,36957,0,500.8768968,15217,23225,140295,346756,0,684356,1299298,40095,472.5941318,72237,92,19.09,17.44,100,NA
2025-2026,April,18,MAHARASHTRA,1821,LATUR,704928,362.473669147109,10,5,0,76,549,30862,48916,4215,53125,478,4316,0,177.30762,4772,7360,134970,336522,0,410198,864085,30938,177.30762,21753,86,63.33,51.04,100,NA
2025-2026,April,18,MAHARASHTRA,1822,BULDHANA,140573,340.625283897467,10,23,0,326,404,31237,91054,5413,33514,1136,7522,0,310.152946,8698,13022,130096,316108,0,494622,1031643,31563,310.152946,36615,94,30.93,30.08,100,NA
2025-2026,April,18,MAHARASHTRA,1826,WARDHA,201417,312.174434516029,14,75,0,371,148,12411,84158,6463,15239,7900,14672,0.0545,262.7742606,5639,9167,56997,141225,0,226778,422562,12782,262.7197606,36138,87,46.35,46.12,100,NA
2025-2026,April,18,MAHARASHTRA,1827,NAGPUR,254320,410.855966371361,8,4,0,317,534,17533,11062,1127,31543,742,30890,9.54709,54.995977,1265,1657,98169,224923,0,287210,553649,17850,45.448887,5194,81,65.69,64.95,100,NA
2025-2026,April,18,MAHARASHTRA,1830,GADCHIROLI,552956,277.724920189949,13,270,0,804,114,22594,265756,20511,38928,92742,165177,35.49352,773.5641589,19987,35388,133614,387667,0,239596,610693,23398,738.0706389,124697,83,18.34,20.41,100,NA
2025-2026,April,18,MAHARASHTRA,1833,GONDIA,716388,283.644714015281,11,45,0,341,63,36761,379286,18383,51599,46932,90092,0,1075.82469,33610,51169,232681,602038,0,359763,850121,37102,1075.82469,192819,79,9.2,9.86,100,NA
2025-2026,April,18,MAHARASHTRA,1805,SINDHUDURG,50387,325.887933302166,10,26,0,149,162,16380,32085,675,2736,69,230,4.27666,108.8378034,2985,4696,30784,71329,0,131877,246888,16529,104.5611434,14127,88,40.74,35.34,100,NA
2025-2026,April,18,MAHARASHTRA,1807,DHULE,247317,267.432203566546,13,81,0,570,123,29494,258962,9735,17046,46138,78817,0,692.547783,19794,33187,104405,293511,2,503827,1027085,30064,692.547783,112646,91,53.53,53.12,100,NA
2025-2026,April,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,1753048,388.721605560585,13,428,0,296,355,75066,291624,7869,26785,7601,12735,69.30875,1202.914245,20845,38295,240211,640918,1,699321,1489642,75362,1133.605495,130172,94,64.34,59.27,100,NA
2025-2026,April,18,MAHARASHTRA,1817,PARBHANI,360149,759.918563500442,11,101,0,38,128,38179,210282,6870,20094,1084,2751,0,1597.9719537,17977,28390,151196,337260,0,434021,832499,38217,1597.9719537,86398,91,73.03,68.03,100,NA
2025-2026,April,18,MAHARASHTRA,1819,NANDED,465894,312.745302588578,11,83,1.424,374,655,45554,181451,20562,76263,13097,39481,0.66,569.563479,15865,25732,187120,492843,0,682809,1534025,45928,567.479479,81704,84,52.76,47.48,100,NA
2025-2026,April,18,MAHARASHTRA,1806,NASHIK,269575,276.8113848818,20,391,0,2183,279,58865,816539,11167,11336,461618,227219,0,2260.272914,40575,71478,195810,550001,17,737092,1572535,61048,2260.272914,371529,89,8.45,8.06,100.42,NA
2025-2026,April,18,MAHARASHTRA,1811,SATARA,95626,250.996825569775,12,80,0.89686,181,782,16396,133079,3844,10059,628,909,0,334.9209255,10823,16946,69205,156149,0,421578,802334,16577,334.0240655,65283,88,16.57,18.28,100.49,NA
2025-2026,April,18,MAHARASHTRA,1820,Dharashiv,303270,230.442503948084,12,32,0.69,97,499,19513,75353,3852,20597,280,1130,0,174.33534,6155,9501,76763,194578,0,330448,712243,19610,173.64534,33015,78,58.63,55.98,100,NA
2025-2026,April,18,MAHARASHTRA,1830,GADCHIROLI,552956,299.494555730256,17,427,0,2337,32,22857,588307,48157,39169,210496,166367,35.49352,1797.44095598,34280,61879,134693,390468,10,243314,617055,25194,1761.94743598,280159,84,21.47,26.81,100.05,NA
2025-2026,April,18,MAHARASHTRA,1802,THANE,57531,308.234028897994,17,41,0,63,112,13446,115925,2943,3770,52620,39872,10.3281,367.648398,6489,11372,32514,106408,3,147944,347949,13509,357.320298,59599,95,17.29,19.69,100.01,NA
2025-2026,April,18,MAHARASHTRA,1803,RAIGAD,21915,321.238277858177,13,18,0,280,508,18561,31786,924,2687,10302,15533,0,102.108799,2413,3974,28852,66573,0,199998,361216,18841,102.108799,15836,79,31.41,30.45,100.34,NA
2025-2026,April,18,MAHARASHTRA,1804,RATNAGIRI,59832,329.785074257936,10,47,0,380,354,19114,48547,1415,6450,438,1156,0,160.10076,4541,6635,51108,116681,0,260123,482394,19494,160.10076,23049,97,57.91,34.65,100.09,NA
2025-2026,April,18,MAHARASHTRA,1809,AHMEDNAGAR,210978,306.420414657158,16,101,0,751,215,38629,417598,19275,29685,23505,27721,0,1279.6055232,25701,44686,149279,435701,6,783512,1945029,39380,1279.6055232,181878,93,47.58,45.57,100.34,NA
2025-2026,April,18,MAHARASHTRA,1825,YAVATMAL,663682,331.671421985581,13,257,0,1312,186,51048,573958,29017,40051,66869,78913,0,1903.6546602,43389,65092,243654,545549,1,703512,1433556,52360,1903.6546602,257510,94,37.49,53.09,100,NA
2025-2026,April,18,MAHARASHTRA,1830,GADCHIROLI,552956,299.189207123303,16,416,0,1766,35,23237,555978,45572,39144,196343,166231,35.49352,1698.91968998,33118,59730,134584,390176,9,242828,616247,25003,1663.42616998,265255,84,21.01,26.36,100.05,NA
2025-2026,April,18,MAHARASHTRA,1831,NANDURBAR,204233,276.480635052109,16,48,1.14223,2109,89,37943,395999,6272,10604,328952,286664,0,1096.00278,24724,38146,149017,355324,0,544890,1103650,40052,1094.86055,179797,90,10.15,8.89,100.53,NA
2025-2026,April,18,MAHARASHTRA,1833,GONDIA,716388,250.885448583318,12,79,0,603,38,38128,687063,36266,51663,93350,90276,0,1723.7410896,54036,80927,233499,603735,0,362886,855124,38731,1723.7410896,377884,79,13.82,18.86,100.35,NA
2025-2026,May,18,MAHARASHTRA,1807,DHULE,660968,234.485448757038,15,114,0,823,110,30071,378813,14162,17174,70338,79867,0,888.261363,24135,40697,105497,296665,17,554566,1096684,30894,888.261363,164924,92,56.08,55.7,100.72,NA
2025-2026,May,18,MAHARASHTRA,1831,NANDURBAR,409762,271.755822567801,16,56,1.14223,2455,60,38461,468393,7665,10652,389453,288741,0,1274.02748,27929,43088,150086,357727,3,554857,1117381,40916,1272.88525,212844,90,9.74,8.55,100.69,NA
2025-2026,May,18,MAHARASHTRA,1807,DHULE,660968,240.644878139005,15,106,0,804,111,29930,351425,13271,17144,66458,79743,0,845.686263,23362,39377,105292,296134,13,549878,1090250,30734,845.686263,153067,92,54.78,54.39,100.61,NA
2025-2026,May,18,MAHARASHTRA,1808,JALGAON,478285,290.743193733334,14,95,28.282765,1281,213,42294,492383,23855,29355,42772,38222,0,1459.8528246,32961,52310,145078,358422,11,686812,1304036,43575,1431.5700596,215101,92,24.07,23.36,101.04,NA
2025-2026,May,18,MAHARASHTRA,1809,AHMEDNAGAR,592580,300.613823038675,17,107,0,755,198,38976,480670,21479,29714,30887,27863,0,1444.9604632,28036,48882,149771,437205,12,788031,1953721,39731,1444.9604632,208480,93,48.2,46.3,100.4,NA
2025-2026,May,18,MAHARASHTRA,1820,Dharashiv,666423,186.625437055625,11,42,0.69,97,451,19720,119550,6022,20640,319,1130,0,223.80071,10293,16616,77167,195660,0,330855,712905,19817,223.11071,51411,78,63.91,61.83,100,NA
